Norman SusDat ID,Substance,CAS No.,Lowest PNEC Freshwater [??g//l],Date
NS00400867,"2-Butanone-O,O',O''-_x000D_ (phenylsilylidyne)trioxime",CAS_RN: 34036-80-1,-,-
NS00400868,"6-(3-Pentapropenyl-2,5-dioxopyrrolidin-1-yl)hexanoic acid",CAS_RN: 1424148-94-6,-,-
NS00400869,"6-(3-Tetrapropenyl-2,5-dioxopyrrolidin-1-yl)hexanoic acid",CAS_RN: 1424148-99-1,-,-
NS00400870,Aluminium Hypophosphite,CAS_RN: 7784-22-7,-,-
NS00400871,Aluminium magnesium vanadium oxide,CAS_RN: 170621-28-0,-,-
NS00400872,"Aluminum chloride, basic",CAS_RN: 1327-41-9,-,-
NS00400873,Ammonium hydrogensulphite,CAS_RN: 10192-30-0,-,-
NS00400874,Ammonium magnesium orthophosphate,CAS_RN: 7785-21-9,-,-
NS00400875,Ammonium perrhenate,CAS_RN: 13598-65-7,-,-
NS00400876,Ammonium trivanadium octaoxide,CAS_RN: 12207-63-5,-,-
NS00400877,Ammonium wolframate,CAS_RN: 11120-25-5,-,-
NS00400878,Barium titanium trioxide,CAS_RN: 12047-27-7,-,-
NS00400879,"Benzaldehyde, 2-hydroxy, dodecyl-, oxime, branched",CAS_RN: 1233873-37-4,-,-
NS00400880,Calcium magnesium oxide,CAS_RN: 37247-91-9,-,-
NS00400881,"Carbonic acid, zinc salt, basic",CAS_RN: 51839-25-9,-,-
NS00400882,Chromium(III) nitrate,CAS_RN: 13548-38-4,-,-
NS00400883,Cobalt hydroxide oxide,CAS_RN: 12016-80-7,-,-
NS00400884,Cobalt lithium dioxide,CAS_RN: 12190-79-3,-,-
NS00400885,Cobalt molybdate,CAS_RN: 13762-14-6,-,-
NS00400886,Cobalt sulphide,CAS_RN: 1317-42-6,-,-
NS00400887,Copper trihydroxynitrate,CAS_RN: 12158-75-7,-,-
NS00400888,Dialuminium titanium pentaoxide,CAS_RN: 12004-39-6,-,-
NS00400889,Dialuminium zinc tetraoxide,CAS_RN: 12068-53-0,-,-
NS00400890,Diammonium dimolybdate,CAS_RN: 27546-07-2,-,-
NS00400891,Dicopper sulphide,CAS_RN: 22205-45-4,-,-
NS00400892,Dihydrogen wolframate,CAS_RN: 7783-03-1,-,-
NS00400893,Dipotassium heptafluorotantalate,CAS_RN: 16924-00-8,-,-
NS00400894,Disilver oxide,CAS_RN: 20667-12-3,-,-
NS00400895,Disodium dihydrogenpyrophosphate,CAS_RN: 7758-16-9,-,-
NS00400896,Disodium fluorophosphate,CAS_RN: 10163-15-2,-,-
NS00400897,Ditantalum pentaoxide,CAS_RN: 1314-61-0,-,-
NS00400898,Diutan,CAS_RN: 125005-87-0,-,-
NS00400899,Divanadium trioxide,CAS_RN: 1314-34-7,-,-
NS00400900,Dodecairon strontium nonadecaoxide,CAS_RN: 12023-91-5,-,-
NS00400901,"Dolomite (CaMg(CO3)2), calcined",CAS_RN: 83897-84-1,-,-
NS00400902,Hematite (Fe2O3),CAS_RN: 1317-60-8,-,-
NS00400903,Hexaammonium heptamolybdate,CAS_RN: 12027-67-7,-,-
NS00400904,Hexaammonium wolframate,CAS_RN: 12028-48-7,-,-
NS00400905,"Ilmenite (FeTiO3), conc.",CAS_RN: 98072-94-7,-,-
NS00400906,Lanthanum oxide,CAS_RN: 1312-81-8,-,-
NS00400907,Lead titanium trioxide,CAS_RN: 12060-00-3,-,-
NS00400908,Lead titanium zirconium oxide,CAS_RN: 12626-81-2,-,-
NS00400909,Lithium bis(oxalato)borate,CAS_RN: 244761-29-3,-,-
NS00400910,Magnesium hydroxide sulphate trihydrate,CAS_RN: 12508-61-1,-,-
NS00400911,Manganese bis(dihydrogen phosphate),CAS_RN: 18718-07-5,-,-
NS00400912,Manganese sulphide,CAS_RN: 18820-29-6,-,-
NS00400913,"Mannanase, endo-1,4-??-",CAS_RN: 37288-54-3,-,-
NS00400914,Menthyl acetate,CAS_RN: 89-48-5,-,-
NS00400915,Molybdenum dioxide,CAS_RN: 18868-43-4,-,-
NS00400916,"Molybdenum sulfide (MoS2), roasted",CAS_RN: 86089-09-0,-,-
NS00400917,"Orthoboric acid, potassium salt",CAS_RN: 20786-60-1,-,-
NS00400918,Pentaboron sodium octaoxide,CAS_RN: 12007-92-0,-,-
NS00400919,"Phosphonic acid, potassium salt (1:1)",CAS_RN: 13977-65-6,-,-
NS00400921,Potassium vanadium trioxide,CAS_RN: 13769-43-2,-,-
NS00400922,"Pyrochlore, antimony lead yellow",CAS_RN: 8012-00-8,-,-
NS00400923,Samarium (III) chloride hexahydrate,CAS_RN: 10361-82-7,-,-
NS00400925,Sodium metavanadate,CAS_RN: 13718-26-8,-,-
NS00400926,"Sodium/triethanolamine- 6-(2,5-dioxo-3-pentapropenylpyrrolidin-1-yl)hexanoate",CAS_RN: 1424148-97-9,-,-
NS00400928,Tin(II) oxalate,CAS_RN: 814-94-8,-,-
NS00400929,"Titanium, diethylene glycol propylene glycol triethanolamine complexes",CAS_RN: 68784-48-5,-,-
NS00400931,Tripotassium trihydrogen phosphate dihydrate,CAS_RN: 66922-99-4,-,-
NS00400932,Trisodium hexafluoroaluminate,CAS_RN: 13775-53-6,-,-
NS00400933,Trisodium hydrogendicarbonate,CAS_RN: 533-96-0,-,-
NS00400934,Tungsten dioxide,CAS_RN: 12036-22-5,-,-
NS00400935,Tungsten oxide,CAS_RN: 39318-18-8,-,-
NS00400936,Vanadium carbide,CAS_RN: 12070-10-9,-,-
NS00400937,Vanadium carbide nitride,CAS_RN: 12069-91-9,-,-
NS00400938,Vanadium dioxide,CAS_RN: 12036-21-4,-,-
NS00400939,Vanadyl pyrophosphate,CAS_RN: 58834-75-6,-,-
NS00400940,"Nopyl acetate, (-)-",CAS_RN: 35836-72-7,-,-
NS00400941,"[Hexane-1,6-diylbis[nitrilobis(methylene)]]tetrakisphosphonic acid, potassium salt",CAS_RN: 38820-59-6,-,-
NS00400942,1-(2-Hydroxy-5-nonyl(branched)-phenyl)ethanone oxime,CAS_RN: 244235-47-0,-,-
NS00400943,"1,2,3-Propanetriol, glycidyl ethers",CAS_RN: 90529-77-4,-,-
NS00400973,Gadoterate meglumine,,1373,2023/5/25
NS00400974,Prucalopride Succinate,,44,2023/5/25
NS00400975,Ridaforolimus,,0.0031,2023/5/25
NS00400976,Safinamide Methanesulfonate,,19,2023/5/25
NS00400977,Sevelamer,,60,2023/5/25
NS00400978,AIC,,82.4,2023/5/25
NS00400979,Proprietary Compound 23,,0.0016,2023/5/25
NS00500037,Tetraethyl lead,CAS_RN: 78-00-2,-,-
NS00502155,Captan-THPAM (Metabolit),,1200,2024/2/5
NS00502213,Flupyradifurone,CAS_RN: 951659-40-8,1.32,2023/5/21
NS00502214,Sulfoxaflor,CAS_RN: 946578-00-3,11.4,2023/5/21
NS00502216,Bromate,CAS_RN: 15541-45-4,50,2024/4/11
NS00502221,Spinetoram,CAS_RN: 935545-74-7,0.00624,2023/5/21
NS00502241,Flupyrsulfuron-methyl sodium,CAS_RN: 144740-54-5,0.0237,2023/5/21
NS00502250,N-desmethylclindamycin,CAS_RN: 22431-45-4,0.1,2024/4/11
